id,rating,prob_0,prob_1
4715_9.txt,1,0.14920401420884322,0.8507959857911568
1930_9.txt,0,0.7039322726664368,0.2960677273335632
3205_9.txt,1,0.19161640922097756,0.8083835907790224
10186_10.txt,1,0.24037486349244364,0.7596251365075564
147_10.txt,1,0.1650751598442184,0.8349248401557816
7511_7.txt,1,0.22289774805295037,0.7771022519470496
616_10.txt,1,0.3864010231839512,0.6135989768160488
10460_10.txt,1,0.14937092958572984,0.8506290704142702
3240_9.txt,1,0.24825790242753798,0.751742097572462
1975_9.txt,1,0.252061428907731,0.747938571092269
3225_10.txt,1,0.27605508637234755,0.7239449136276525
4381_9.txt,1,0.12023780461336764,0.8797621953866324
6511_7.txt,0,0.6511166113203348,0.34888338867966523
4667_7.txt,1,0.38878886257391143,0.6112111374260886
716_10.txt,0,0.563785234632027,0.436214765367973
6983_7.txt,1,0.30722905303058823,0.6927709469694118
7463_9.txt,1,0.275286067567738,0.724713932432262
10086_10.txt,0,0.5272534752883922,0.4727465247116079
2612_10.txt,0,0.4674993457326819,0.5325006542673181
3325_10.txt,1,0.27665494248091105,0.723345057519089
5568_8.txt,1,0.3688802120103878,0.6311197879896122
1807_7.txt,1,0.192827769388642,0.807172230611358
3474_10.txt,1,0.03318631653895732,0.9668136834610427
6068_10.txt,1,0.021793691642506996,0.978206308357493
2384_8.txt,1,0.0520017134759474,0.9479982865240526
803_10.txt,0,0.9281108133439638,0.07188918665603612
12363_7.txt,1,0.24167386720565276,0.7583261327943472
5775_10.txt,0,0.47457373974684547,0.5254262602531545
10813_7.txt,0,0.41240438039915095,0.587595619600849
11813_10.txt,1,0.02929648531055029,0.9707035146894497
835_8.txt,1,0.3289422656607123,0.6710577343392877
4245_8.txt,1,0.304868497204252,0.695131502795748
11856_7.txt,1,0.06967017462062852,0.9303298253793715
6133_8.txt,0,0.9166425113866973,0.08335748861330268
10167_9.txt,1,0.13867923725594644,0.8613207627440536
903_10.txt,0,0.915332884101459,0.084667115898541
1466_8.txt,1,0.2642190856818053,0.7357809143181947
6176_8.txt,1,0.025351350745996037,0.974648649254004
5124_10.txt,1,0.3194850248107739,0.6805149751892261
2807_10.txt,1,0.10955935550061424,0.8904406444993858
4038_9.txt,1,0.285059703466798,0.714940296533202
10961_9.txt,1,0.207253190662809,0.792746809337191
2835_7.txt,1,0.05995309881902944,0.9400469011809706
7695_10.txt,1,0.035391234552045514,0.9646087654479545
9919_9.txt,1,0.1769752025505461,0.8230247974494539
12091_8.txt,1,0.08039277235573039,0.9196072276442696
