id,Token,Review,Answer,Predicted
5387_8.txt,"what is your freaking problem? do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste? here's an idea:go outside. that's right: walk outside your mom's basement that you've been living in for 13 years and go outside. ""but i can't leave! star trek is on in 30 minutes and i still haven't married that avatar on world of warcraft!"" oh my god, in that case, stay inside! alright, i might have gone overboard there. i mean, star trek is okay but i don't really watch it that much anymore. either way, do you really have to write crap about mind of mencia. it's a good show. maybe you're just venting your anger because that girl dumped you on world of warcraft. or you're constipated. try putting fiber in your diet.","What is your freaking problem? Do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste? Here's an idea:Go outside. That's right: Walk outside your mom's basement that you've been living in for 13 years and GO OUTSIDE. ""But I can't leave! Star Trek is on in 30 minutes and I still haven't married that avatar on World Of Warcraft!"" Oh my God, in that case, stay inside! Alright, I might have gone overboard there. I mean, Star Trek is okay but I don't really watch it that much anymore. Either way, do you really have to write crap about Mind of Mencia. It's A GOOD SHOW. Maybe you're just venting your anger because that girl dumped you on World of Warcraft. Or you're constipated. Try putting fiber in your diet.",1,0
1373_10.txt,people seem to be expecting citizen kane here! the planet is a b-monster movie and as such is good fun and different enough to be enjoyed. the director clearly has something to offer - not so sure about some of the cast. as for the effects? £8000 ain't a lot of effects budget.i for one would happily recommend this outing to a sci-fi head or anyone who doesn't take monster movies too seriously. if so? watch 3colours blue instead.i noticed one review saying it had ripped off alien. like alien didn't rip things off. the best thing about the film? the director. the worst thing about the film? the cast. maybe it's time for the director to move from glasgow to london and find some talent. in the meantime - well done. at least you're trying to do something.,People seem to be expecting Citizen Kane here! The Planet is a B-monster movie and as such is good fun and different enough to be enjoyed. The director clearly has something to offer - not so sure about some of the cast. As for the effects? £8000 ain't a lot of effects budget.I for one would happily recommend this outing to a sci-fi head or anyone who doesn't take monster movies too seriously. If so? Watch 3colours blue instead.I noticed one review saying it had ripped off Alien. Like Alien didn't rip things off. The best thing about the film? The director. The worst thing about the film? The cast. Maybe it's time for the Director to move from Glasgow to London and find some talent. In the meantime - well done. At least you're trying to do something.,1,0
2673_9.txt,"when the movie first started i thought cheesy. the first ten minutes were really boring. after the slow beginning and some of the soap opera antics, i started liking it. the plot was different than anything i had ever seen. now, was it a horror? not really. it shouldn't have been classied as a horror or the producers should have put more money into the movie to make it scary. as it was, the creatures where only there for a short time. i can only assume this was for money reason.<br /><br />the good side was that the movie was very entertaining. it held my interest (after the start) and did make me wonder about creatures from another dimension.<br /><br />it was obvious that this was a first time movie for the director, but there were a couple of highlights. by the end, i was hooked. too bad hollywood didn't put more money behind this.","When the movie first started I thought cheesy. The first ten minutes were really boring. After the slow beginning and some of the soap opera antics, I started liking it. The plot was different than anything I had ever seen. Now, was it a horror? Not really. It shouldn't have been classied as a horror or the producers should have put more money into the movie to make it scary. As it was, the creatures where only there for a short time. I can only assume this was for money reason.<br /><br />The good side was that the movie was very entertaining. It held my interest (after the start) and did make me wonder about creatures from another dimension.<br /><br />It was obvious that this was a first time movie for the director, but there were a couple of highlights. By the end, I was hooked. Too bad Hollywood didn't put more money behind this.",1,0
426_9.txt,"david morse and andre braugher are very talented actors, which is why i'm trying so hard to support this program. unfortunately, an irrational plot, and very poor writing is making it difficult for me. i'm hoping that the show gets a serious overhaul, or that the actors find new projects that are worthy of them.","David Morse and Andre Braugher are very talented actors, which is why I'm trying so hard to support this program. Unfortunately, an irrational plot, and very poor writing is making it difficult for me. I'm hoping that the show gets a serious overhaul, or that the actors find new projects that are worthy of them.",1,0
5539_7.txt,"if you're looking for a not-so-serious mob movie, with a female as the lead, you're in the right place. pfieffer has acted much better than this. you can see she has matured beyond this picture.<br /><br />when i first picked this movie up, i expected pfeiffer was poorly miscast, however, she plays her mob wife role to the hilt. not a bad performance from baldwin, either.<br /><br />if you don't pay attention to the hair, you might enjoy this movie. but don't take it too seriously...","If you're looking for a not-so-serious mob movie, with a female as the lead, you're in the right place. Pfieffer has acted much better than this. You can see she has matured beyond this picture.<br /><br />When I first picked this movie up, I expected Pfeiffer was poorly miscast, however, she plays her mob wife role to the hilt. Not a bad performance from Baldwin, either.<br /><br />If you don't pay attention to the hair, you might enjoy this movie. But don't take it too seriously...",1,0
4036_10.txt,"i thought that the storyline came into place very well. i liked this movie a lot. if you're going to rag on a bridget fonda movie, you can just rot. i thought that ragging on movie stars was a bad idea. apparently somebody doesn't think so. i rather enjoyed the movie. i'm even thinking of buying it. i want it to be my very first dvd for my room. that's how much i like it. i rather would not start an online argument with someone i don't know & have it be over a movie. if someone could kindly retract what they said about the storyline, i would be more than happy to retract my insult. however, if they feel that i am not worthy of a retraction, i might just feel that they are not worthy of one either. but i can't control their actions, i can only encourage them in the right direction. hey, they don't have to make a retraction, but i would greatly appreciate it.","I thought that the storyline came into place very well. I liked this movie a lot. If you're going to rag on a Bridget Fonda movie, you can just rot. I thought that ragging on movie stars was a bad idea. Apparently somebody doesn't think so. I rather enjoyed the movie. I'm even thinking of buying it. I want it to be my very first DVD for my room. That's how much I like it. I rather would not start an online argument with someone I don't know & have it be over a movie. If someone could kindly retract what they said about the storyline, I would be more than happy to retract my insult. However, if they feel that I am not worthy of a retraction, I might just feel that they are not worthy of one either. But I can't control their actions, I can only encourage them in the right direction. Hey, they don't have to make a retraction, but I would greatly appreciate it.",1,0
6202_7.txt,"i enjoyed this series, but felt that the whole thing was let down by the sound recording/mixing.<br /><br />for whatever reason, they've had to employ an awful lot of what's called adr, where the actors replace the original location sound with a re-recording of it in a sound booth.<br /><br />the reasons for doing this are usually due to problems at the location, or because somebody screwed up somewhere in the sound production chain.<br /><br />it wouldn't be so bad if the adr was done well, but at times it's just plain distracting. it's not just the adr that's the problem - the sound mix just doesn't match up to the quality of performances and the pictures.<br /><br />i'd be curious to know what went wrong.","I enjoyed this series, but felt that the whole thing was let down by the sound recording/mixing.<br /><br />For whatever reason, they've had to employ an awful lot of what's called ADR, where the actors replace the original location sound with a re-recording of it in a sound booth.<br /><br />The reasons for doing this are usually due to problems at the location, or because somebody screwed up somewhere in the sound production chain.<br /><br />It wouldn't be so bad if the ADR was done well, but at times it's just plain distracting. It's not just the ADR that's the problem - the sound mix just doesn't match up to the quality of performances and the pictures.<br /><br />I'd be curious to know what went wrong.",1,0
4067_8.txt,"contains spoiler the movie is a good action/comedy but i don't know if the director cut too many parts but it seems that the bad guy die too fast. the end of the movie come, the bad guy dies and that's it.<br /><br />the special effects are good and i don't regret paying to see it at the theatre.","Contains Spoiler The movie is a good action/comedy but i don't know if the director cut too many parts but it seems that the bad guy die too fast. The end of the movie come, the bad guy dies and that's it.<br /><br />The special effects are good and i don't regret paying to see it at the theatre.",1,0
8134_7.txt,"this was laurel and hardy's last silent film for roach studios. however, since the public had a real thirst for ""talkies"", this same short was re-made by the team just a few years later with only a few small plot changes. laughing gravy was essentially the same plot except that stan and ollie were trying to hide a cute puppy from their grouchy landlord--not a goat like in angora love. this whole goat angle is the worst part of the film. while you could understand the boys wanting to keep a cute little dog (after all, it is snowy outside), why exactly they bring a goat home is just contrived and pointless. according to the plot, the goat followed them home and so they got tired of shooing it away and kept it. huh?! this just doesn't make any sense--if it had been a giraffe or a cow, would they have done the same thing?! apart from being an unconvincing plot, the movie itself is pure laurel and hardy, with a familiar plot and familiar roles for the comedians. this film features quite a few laughs, but unfortunately isn't one of their better films to wrap up their silent careers. this aspect of their careers just seems to have ended with a whimper.","This was Laurel and Hardy's last silent film for Roach Studios. However, since the public had a real thirst for ""talkies"", this same short was re-made by the team just a few years later with only a few small plot changes. LAUGHING GRAVY was essentially the same plot except that Stan and Ollie were trying to hide a cute puppy from their grouchy landlord--not a goat like in ANGORA LOVE. This whole goat angle is the worst part of the film. While you could understand the boys wanting to keep a cute little dog (after all, it is snowy outside), why exactly they bring a goat home is just contrived and pointless. According to the plot, the goat followed them home and so they got tired of shooing it away and kept it. Huh?! This just doesn't make any sense--if it had been a giraffe or a cow, would they have done the same thing?! Apart from being an unconvincing plot, the movie itself is pure Laurel and Hardy, with a familiar plot and familiar roles for the comedians. This film features quite a few laughs, but unfortunately isn't one of their better films to wrap up their silent careers. This aspect of their careers just seems to have ended with a whimper.",1,0
6510_7.txt,"okay, i think we're all agreed that michael jackson was the low point.<br /><br />and the special effects too. but, please, keep in mind that this was not a big-budget film, okay? not every film gets as much of a budget as harry potter or star wars.<br /><br />however, i thought it was pretty funny altogether. b-? nothing that would, in my opinion, waste your time.<br /><br />parodies are always fun to watch, and just because it wasn't big budget doesn't mean it's bad.<br /><br />i think this was a good movie, if weak at some points.<br /><br />hope this comment helps. ~angela","Okay, I think we're all agreed that Michael Jackson was the low point.<br /><br />And the special effects too. But, please, keep in mind that this was NOT a big-budget film, okay? Not every film gets as much of a budget as Harry Potter or Star Wars.<br /><br />However, I thought it was pretty funny altogether. B-? Nothing that would, in my opinion, waste your time.<br /><br />Parodies are always fun to watch, and just because it wasn't big budget doesn't mean it's bad.<br /><br />I think this was a good movie, if weak at some points.<br /><br />Hope this comment helps. ~Angela",1,0
