id,rating,prob_0,prob_1
4715_9.txt,0,0.5492067598500268,0.4507932401499733
1930_9.txt,1,0.3477452590943111,0.6522547409056889
3205_9.txt,0,0.5302119532286076,0.46978804677139235
10186_10.txt,1,0.25206431756833214,0.7479356824316679
147_10.txt,1,0.15548060801887997,0.84451939198112
7511_7.txt,0,0.40691968849502314,0.5930803115049769
616_10.txt,1,0.27065537250197413,0.7293446274980259
10460_10.txt,1,0.0739390942055781,0.9260609057944219
3240_9.txt,1,0.177419104898055,0.822580895101945
1975_9.txt,0,0.4249748598613853,0.5750251401386147
3225_10.txt,1,0.3948157412775867,0.6051842587224133
4381_9.txt,1,0.12639154366690608,0.8736084563330939
6511_7.txt,1,0.3443330143475848,0.6556669856524152
4667_7.txt,0,0.5786281214385256,0.42137187856147434
716_10.txt,0,0.42425805546153283,0.5757419445384672
6983_7.txt,1,0.22091183107092693,0.7790881689290731
7463_9.txt,1,0.17817669871984232,0.8218233012801577
10086_10.txt,0,0.41649683561824424,0.5835031643817558
2612_10.txt,1,0.056605153635649,0.943394846364351
3325_10.txt,1,0.0712850300598602,0.9287149699401398
5568_8.txt,0,0.5302815504266556,0.46971844957334435
1807_7.txt,1,0.15300909492411552,0.8469909050758845
3474_10.txt,1,0.01080472251113651,0.9891952774888635
6068_10.txt,1,0.029679970884572193,0.9703200291154278
2384_8.txt,1,0.05097959036280009,0.9490204096371999
803_10.txt,0,0.7140014539365278,0.28599854606347214
12363_7.txt,1,0.25663916043945245,0.7433608395605475
5775_10.txt,1,0.22508482437524535,0.7749151756247546
10813_7.txt,1,0.21380831333717243,0.7861916866628276
11813_10.txt,1,0.024699319429207778,0.9753006805707922
835_8.txt,1,0.1950577098644274,0.8049422901355726
4245_8.txt,1,0.030615965952405455,0.9693840340475945
11856_7.txt,1,0.302455501008696,0.697544498991304
6133_8.txt,0,0.9074747655427329,0.09252523445726708
10167_9.txt,1,0.10147918378649634,0.8985208162135037
903_10.txt,0,0.6058881120803516,0.3941118879196483
1466_8.txt,1,0.06413281575896534,0.9358671842410347
6176_8.txt,1,0.018354094224027784,0.9816459057759722
5124_10.txt,1,0.24030678538849481,0.7596932146115052
2807_10.txt,1,0.21818006987489824,0.7818199301251018
4038_9.txt,1,0.22276196610332255,0.7772380338966774
10961_9.txt,1,0.08280817179236977,0.9171918282076302
2835_7.txt,1,0.18105926660027505,0.818940733399725
7695_10.txt,1,0.06412643984651889,0.9358735601534811
9919_9.txt,0,0.4156987386425688,0.5843012613574312
12091_8.txt,1,0.03505290796960614,0.9649470920303939
6644_10.txt,0,0.5187258622013686,0.4812741377986313
9491_10.txt,1,0.07490436264821843,0.9250956373517816
6115_10.txt,1,0.11244649264561701,0.887553507354383
7422_10.txt,1,0.15642373161247713,0.8435762683875229
7655_7.txt,1,0.11216110451426797,0.887838895485732
4669_8.txt,1,0.35349511372411335,0.6465048862758866
3590_9.txt,1,0.0922705752940407,0.9077294247059593
4451_9.txt,1,0.0975080770981318,0.9024919229018682
3902_9.txt,1,0.23027683310684777,0.7697231668931522
7762_9.txt,1,0.09250186556380113,0.9074981344361989
9028_7.txt,0,0.7424333115966955,0.25756668840330454
5414_9.txt,1,0.06695513062612335,0.9330448693738767
662_9.txt,0,0.6816565357553211,0.31834346424467885
7795_10.txt,0,0.6969195245927506,0.3030804754072494
6284_7.txt,1,0.2570168752536238,0.7429831247463762
3409_10.txt,1,0.03147045676451732,0.9685295432354827
9591_10.txt,0,0.7411665580451088,0.2588334419548913
6655_7.txt,0,0.42171395120778965,0.5782860487922103
7522_10.txt,1,0.10329088090453287,0.8967091190954671
1494_10.txt,1,0.18965723838118975,0.8103427616188102
1468_7.txt,1,0.14077444633497416,0.8592255536650258
7232_8.txt,1,0.1194698246435355,0.8805301753564645
7880_10.txt,1,0.20543410519013405,0.794565894809866
7849_9.txt,1,0.07298920040264134,0.9270107995973587
2411_8.txt,0,0.5786606235979852,0.42133937640201485
12066_10.txt,1,0.005584223795464971,0.994415776204535
2883_8.txt,1,0.03858488509571434,0.9614151149042857
10780_7.txt,1,0.12613567637963474,0.8738643236203653
5059_10.txt,0,0.45785260099909264,0.5421473990009074
5339_9.txt,1,0.2728246989566734,0.7271753010433266
4188_10.txt,1,0.19845020484644227,0.8015497951535577
4595_8.txt,0,0.5528786571817316,0.44712134281826843
3454_8.txt,1,0.2037694435203703,0.7962305564796297
4907_8.txt,1,0.07636681347778407,0.9236331865222159
4144_8.txt,1,0.25994083931816847,0.7400591606818315
6951_10.txt,1,0.08112921301355136,0.9188707869864486
12166_10.txt,1,0.21204032142169704,0.787959678578303
3629_9.txt,1,0.055665675293188,0.944334324706812
1723_10.txt,1,0.09051353799604345,0.9094864620039566
4101_8.txt,1,0.1440621704484384,0.8559378295515616
2221_8.txt,1,0.35654880772373787,0.6434511922762621
7447_8.txt,1,0.019598705741778022,0.980401294258222
3928_7.txt,0,0.8702156134473763,0.12978438655262373
2919_10.txt,1,0.11622157645557807,0.8837784235444219
5509_9.txt,0,0.5112740272427525,0.48872597275724755
11087_9.txt,1,0.19503109706228738,0.8049689029377126
8002_9.txt,1,0.34041625434048584,0.6595837456595142
8841_9.txt,1,0.36981344100160474,0.6301865589983953
9933_7.txt,1,0.3674149944499914,0.6325850055500086
3019_9.txt,1,0.1951395759254314,0.8048604240745686
12105_10.txt,1,0.06883048425360283,0.9311695157463972
6932_10.txt,0,0.47811123219032203,0.521888767809678
4509_9.txt,1,0.09191481585241601,0.908085184147584
1914_8.txt,1,0.3191830011756669,0.6808169988243331
3264_8.txt,1,0.1205438399964679,0.8794561600035321
