id,Token,Review,Answer,Predicted,prob_0,prob1
6133_8.txt, stumbled upon this movie by chance . was traveling a few years back and this movie was on some channel on cable at the hotel late one night . not much else on and figured watch it for about to minutes until decided to go to bed . needless to say stayed up and watched the complete movie . the plot was very interesting and does make you wonder if there had not been ss who did this or at least thought of doing it . have been looking all over for this movie . even sent and email to the production company but the were n't sure that it would ever make it to dvd but said there was always hope . if anyone finds this movie drop a note here where you found it as i'd sure like to get a copy some day ., stumbled upon this movie by chance . was traveling a few years back and this movie was on some channel on cable at the hotel late one night . Not much else on and figured watch it for about to minutes until decided to go to bed . Needless to say stayed up and watched the complete movie . The plot was very interesting and does make you wonder if there had not been SS who did this or at least thought of doing it . have been looking all over for this movie . even sent and email to the production company but the were n't sure that it would ever make it to DVD but said there was always hope . If anyone finds this movie drop a note here where you found it as I'd sure like to get a copy some day .,1,0,0.9113427083254174,0.0886572916745825
1376_8.txt, was having a horrid day but this movie grabbed me and could n't put it down until the end . and had forgotten about my horrid day . and the ending . by the way . where is the sequel ! the budget is obviously extremely low . but look what they did with it ! it reminds me of a play . they are basically working with a tent a pod a few guns uniforms camping gear and a thing . that is it for props . maybe this is even a good thing forcing the acting and writing to have to step up and take their rightful place in film as the centers of the work instead of as afterthoughts used to have an excuse to make cgi fights the cgi is fine . it is not exactly but imho it still works . why ? because there is n't too much of it and what there is is not over with an army of effects house people trying to cram everything they can into the shot . it prompts the imagination . it's some relatively simple stuff with decent composition the heavy freighter shot . there is one long shot that must be at least ten seconds . tracks the entire length of the ship . it must be a record for sci fi battle sequence film making in the past years to have an action sequence that lasts longer than seconds and some relation to the story . it might look old or not of the art but it does n't look stupid and it does n't take away from the story . the acting is good except the characters die too fast to get to know them . the captain was great but a few of his scenes could have used another take . also got confused with his character losing his cool and stomping on a corpse like to think captains are calm cool and in control . what was going on in that scene ? did the other crew worry about him losing it at that moment ? did he feel himself losing control ? now as for the plot . mostly it is good . why ? because it does n't try to explain itself . it just happens . it's called planet its a mystery get it ? nobody knows why there is a statue and they do n't find out either . the mysterious cult ? the weird scientist with the tattoo ? what do you expect to find out in less than minutes ? this is n't war and peace . and thank god it's not star wars either . no midichlorians no minutes of expository boring dialog that has no purpose in the story . the characters are stranded and are only able to figure out a few basic things . it is not a star trek episode where they find out it's leonardo davinci or a child like space wanderer . it is mysterious and liked that . do n't know why maybe can identify with these guys more since they do n't know whats happening and do n't either . they do n't talk a lot of space gibberish or have magic boxes telling them what is happening . in fact would argue that one of the weakest moments is when the turns on the crew and tries to the reason for the planet the cult etc . this coincidentally has some of the weakest dialog imho in the whole movie and it interrupts the flow and some of the characters look unnatural in that scene . ok sometimes felt it was a little too mysterious though . like why did the guy get fried through his eyes with lightning ? that was odd . just weird . the ending . again would have liked to have known some of these characters better . and would it have been so hard to have a second rescue scene at the end ? this is not a serial show it was a film and we like closure in films even if they can have a sequel . imagine hamlet with no of angels sing thee to thy rest anyways . what can say . this was well worth the dollar payed at the box machine at the supermarket . it was also imho a better piece of storytelling than starwars parts or like said it sucked me in wanting to know what was happening and could n't stop watching until the end ., was having a horrid day but this movie grabbed me and could n't put it down until the end . and had forgotten about my horrid day . and the ending . by the way . where is the sequel ! the budget is obviously extremely low . but look what they did with it ! it reminds me of a play . they are basically working with a tent a pod a few guns uniforms camping gear and a thing . that is it for props . Maybe this is even a good thing forcing the acting and writing to have to step up and take their rightful place in film as the centers of the work instead of as afterthoughts used to have an excuse to make CGI fights The cgi is fine . It is not exactly but imho it still works . why ? because there is n't too much of it and what there is is not over with an army of effects house people trying to cram everything they can into the shot . it prompts the imagination . it's some relatively simple stuff with decent composition the heavy freighter shot . there is one long shot that must be at least ten seconds . tracks the entire length of the ship . it must be a record for sci fi battle sequence film making in the past years to have an action sequence that lasts longer than seconds and some relation to the story . it might look old or not of the art but it does n't look stupid and it does n't take away from the story . The acting is good except the characters die too fast to get to know them . The captain was great but a few of his scenes could have used another take . also got confused with his character losing his cool and stomping on a corpse like to think captains are calm cool and in control . what was going on in that scene ? did the other crew worry about him losing it at that moment ? did he feel himself losing control ? Now as for the plot . mostly it is good . why ? Because it does n't try to explain itself . It just happens . It's called planet its a mystery get it ? Nobody knows why there is a statue and they do n't find out either . The mysterious cult ? The weird scientist with the tattoo ? What do you expect to find out in less than minutes ? This is n't War and Peace . And thank god it's not star wars either . No midichlorians no minutes of expository boring dialog that has no purpose in the story . The characters are stranded and are only able to figure out a few basic things . it is not a star trek episode where they find out it's leonardo davinci or a child like space wanderer . It is mysterious and liked that . do n't know why maybe can identify with these guys more since they do n't know whats happening and do n't either . they do n't talk a lot of space gibberish or have magic boxes telling them what is happening . In fact would argue that one of the weakest moments is when the turns on the crew and tries to the reason for the planet the cult etc . This coincidentally has some of the weakest dialog imho in the whole movie and it interrupts the flow and some of the characters look unnatural in that scene . OK sometimes felt it was a little too mysterious though . Like why did the guy get fried through his eyes with lightning ? That was odd . Just weird . The ending . again would have liked to have known some of these characters better . And would it have been so hard to have a second rescue scene at the end ? This is not a serial show it was a film and we like closure in films even if they can have a sequel . Imagine Hamlet with no of angels sing thee to thy rest Anyways . What can say . This was well worth the dollar payed at the box machine at the supermarket . It was also imho a better piece of storytelling than starwars parts or Like said it sucked me in wanting to know what was happening and could n't stop watching until the end .,1,0,0.9367009038614704,0.0632990961385295
7623_8.txt, great cult flick for mst types richard boone is a mess bad hair arthritis even his dark glasses are n't right about as good as a bad dino can get . actually that charging saber styracosaurus was pretty cool maybe spielberg should take a couple of notes from that one ., Great cult flick for MST types Richard Boone is a mess bad hair arthritis even his dark glasses are n't right about as good as a bad dino can get . actually that charging saber Styracosaurus was pretty cool maybe Spielberg should take a couple of notes from that one .,1,0,0.9006166024734787,0.0993833975265213
10581_10.txt, haggard the movie is the real life story of ryan dunn and his girlfriend who cheated on him also with the help from his two friend skate boarder who lives for nothing and trying funny scientist does n't really work played by bam margera and brandom dicamillo . the film haggard the movie also has a lot of the characters from jackass etc but to say it was written by bam margera and co. this is a very weak attempt seems to me like it was written when he was bored or as a project with they did not pay a lot of attention to . the films also stars bam's girlfriend jennifer rivell who plays glauren ryan's girlfriend who basically cheated on him again very bad acting by jennifer another actor that some people may be interested in is steve hellboy played by rakeyohn which his character does not seem to be with the story again bad acting also this character does not really have a lot of lines in this film which basically makes it very boring . but worst of all is raab's character the voice sound like a smoker who basically has throat cancer also think he could have been improved ! overall think the characters in this film are n't with the story like in one scene it would be on one certain character a minute later a different scene different character . to say that this is supposed to be a film sort of a documentary its not played by the characters as a documentary the acting makes you think that its a cheap attempt at making a film with your spare time . towards the middle of the film we start to lose focus on the main character ryan dunn although a lot of the attention is on bam and brandon . in conclusion this film is ok if you laugh at things that are n't very funny stupid stunts terrible acting and the occasional nude scene ! also think there there are too many scenes of just no talking and just music !, Haggard The Movie is the real life story of Ryan Dunn and his girlfriend who cheated on him also with the help from his two friend skate boarder who lives for nothing and trying funny scientist does n't really work played by Bam Margera and Brandom Dicamillo . The film Haggard The Movie also has a lot of the characters from Jackass etc but to say it was written by Bam Margera and Co. this is a very weak attempt seems to me like it was written when he was bored or as a project with they did not pay a lot of attention to . The films also stars Bam's girlfriend Jennifer Rivell who plays Glauren Ryan's girlfriend who basically cheated on him again very bad acting by Jennifer another actor that some people may be interested in is Steve Hellboy played by RakeYohn which his character does not seem to be with the story again bad acting also this character does not really have a lot of lines in this film which basically makes it very boring . but worst of all is Raab's character the voice sound like a smoker who basically has throat cancer also think he could have been improved ! Overall think the characters in this film are n't with the story like in one scene it would be on one certain character a minute later a different scene different character . To say that this is supposed to be a film sort of a documentary its not played by the characters as a documentary the acting makes you think that its a cheap attempt at making a film with your spare time . Towards the middle of the film we start to lose focus on the main character Ryan Dunn although a lot of the attention is on Bam and Brandon . In conclusion this film is OK if you laugh at things that are n't very funny stupid stunts terrible acting and the occasional nude scene ! Also think there there are too many scenes of just no talking and just music !,1,0,0.9197529988860912,0.0802470011139088
10550_8.txt, this is a funny movie there's not a lot of those . ok the plot is a bit disturbing but very original . teen trying to get even with dad because he has n't been around and almost sending him to jail because she lie to impress an older boy how could that not be funny ? plus it not the typical movie featuring teens . first remake i've seen that is better than the original the only problem with both gerard depardieu . with another actor this would be a perfect because he plays all rolls the same way sucks . another problem it's all the women melting over him that's not remotely believable he is not attractive ! had a rubber troll that was better looking than him come on !, This is a funny movie there's not a lot of those . OK the plot is a bit disturbing but very original . teen trying to get even with dad because he has n't been around and almost sending him to jail because she lie to impress an older boy how could that not be funny ? Plus it not the typical movie featuring teens . First remake i've seen that is better than the original the only problem with both Gerard Depardieu . With another actor this would be a perfect because he plays all rolls the same way sucks . Another problem it's all the women melting over him that's not remotely believable he is not attractive ! had a rubber troll that was better looking than him come on !,1,0,0.9050236456548284,0.0949763543451715
346_7.txt, sherri . an evening of pleasure and terror ! cheap special effects lines its the original movie sherri starting geoffrey land as peter desmond jill jacobson as sherri martin and directed by al adamson . the movie is about an evil ancient spirit that possesses a nurse at a hospital she starts killing doctors one by one . acting was okay but some of the acting was robotic . storyline was good but the sex scenes were just thrown in there probably to get more views . directing was bad the special effects looked like a drawing effects did n't fool anybody . death scenes were pretty good but the director mixed too many things in there that did n't make any sense like the sex scenes nudity football player many more . overall its good movie not the best . out of, Sherri . an evening of Pleasure and Terror ! Cheap special effects lines its the original Movie Sherri Starting Geoffrey Land as Peter Desmond Jill Jacobson as Sherri Martin and Directed by Al Adamson . The movie is about an evil ancient spirit that possesses a nurse at a hospital she starts killing doctors one by one . acting was okay but some of the acting was robotic . storyline was good but the sex scenes were just thrown in there probably to get more views . directing was bad the special effects looked like a drawing effects did n't fool anybody . death scenes were pretty good but the director mixed too many things in there that did n't make any sense like the sex scenes nudity football player many more . Overall Its Good Movie Not The Best . Out Of,1,0,0.9303340825035424,0.0696659174964576
5525_7.txt, the title refers not to a questionable poker hand but to six comic players . they come in twos charles ruggles and mary boland as a couple driving to california for a second honeymoon george burns and gracie allen as another couple who go along to share expenses and fields and alison skipworth as a sheriff and a hotel in a tiny nevada town . no attempt is made to fashion a coherent narrative a collection of comic bits strung together . all the first couple want to do is spend time together but burns and allen's characters are n't married so the men bunk together as do the women . there is a bit of a plot a bad guy plants in the suitcase pinky is taking out of town but because the expedition is being guided by gracie the loot can not be found . the bad guy shows up in nevada and fields accidentally captures him . bunch of pleasant bits ruggles confused expression gracie's batty breakneck talk and fields playing billiards with a corkscrew cue and doing a fluttery craven backwards double when he's threatened and his wonderfully distinctive way of lingering over words . and trying to remember the name gracie he tells skipworth hmm . starts with a mcgonigle . she answers oh no no no no . mmmm . wangahanky ! no no no no no . oh gracie . yes that's right ., The title refers not to a questionable poker hand but to six comic players . They come in twos Charles Ruggles and Mary Boland as a couple driving to California for a second honeymoon George Burns and Gracie Allen as another couple who go along to share expenses and Fields and Alison Skipworth as a sheriff and a hotel in a tiny Nevada town . No attempt is made to fashion a coherent narrative a collection of comic bits strung together . All the first couple want to do is spend time together but Burns and Allen's characters are n't married so the men bunk together as do the women . There is a bit of a plot a bad guy plants in the suitcase Pinky is taking out of town but because the expedition is being guided by Gracie the loot can not be found . The bad guy shows up in Nevada and Fields accidentally captures him . bunch of pleasant bits Ruggles confused expression Gracie's batty breakneck talk and Fields playing billiards with a corkscrew cue and doing a fluttery craven backwards double when he's threatened and his wonderfully distinctive way of lingering over words . And trying to remember the name Gracie he tells Skipworth Hmm . Starts with a McGonigle . She answers Oh no no no no . Mmmm . Wangahanky ! No no no no no . Oh Gracie . Yes that's right .,1,0,0.9060837070227136,0.0939162929772864
5387_8.txt, what is your freaking problem ? do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste ? here's an idea outside . that's right walk outside your mom's basement that you've been living in for years and go outside . but ca n't leave ! star trek is on in minutes and still have n't married that avatar on world of warcraft ! oh my god in that case stay inside ! alright might have gone overboard there . mean star trek is okay but do n't really watch it that much anymore . either way do you really have to write crap about mind of mencia . it's good show . maybe you're just venting your anger because that girl dumped you on world of warcraft . or you're constipated . try putting fiber in your diet ., What is your freaking problem ? Do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste ? Here's an idea outside . That's right Walk outside your mom's basement that you've been living in for years and GO OUTSIDE . But ca n't leave ! Star Trek is on in minutes and still have n't married that avatar on World Of Warcraft ! Oh my God in that case stay inside ! Alright might have gone overboard there . mean Star Trek is okay but do n't really watch it that much anymore . Either way do you really have to write crap about Mind of Mencia . It's GOOD SHOW . Maybe you're just venting your anger because that girl dumped you on World of Warcraft . Or you're constipated . Try putting fiber in your diet .,1,0,0.9540183660030728,0.0459816339969272
8570_8.txt, this has to be my guilty pleasure . am a huge fan of movies that were designed to entertain and they did n't care if they offended anyone . this move has no meat not substance no deep thought provoking scenes . just plain old college kids having fun and if a few breasts have to be shown then so be it ! this movie is for when you just want to relax and not think . viva la nudity !, This HAS to be my guilty pleasure . am a HUGE fan of movies that were designed to entertain and they did n't care if they offended anyone . This move has no meat not substance no deep thought provoking scenes . Just plain old college kids having fun and if a few breasts have to be shown then so be it ! This movie is for when you just want to relax and NOT think . Viva la nudity !,1,0,0.9110212800937894,0.0889787199062106
1373_10.txt, people seem to be expecting citizen kane here ! the planet is a movie and as such is good fun and different enough to be enjoyed . the director clearly has something to offer not so sure about some of the cast . as for the effects ? ai n't a lot of effects budget . for one would happily recommend this outing to a sci head or anyone who does n't take monster movies too seriously . if so ? watch blue instead . noticed one review saying it had ripped off alien . like alien did n't rip things off . the best thing about the film ? the director . the worst thing about the film ? the cast . maybe it's time for the director to move from glasgow to london and find some talent . in the meantime well done . at least you're trying to do something ., People seem to be expecting Citizen Kane here ! The Planet is a movie and as such is good fun and different enough to be enjoyed . The director clearly has something to offer not so sure about some of the cast . As for the effects ? ai n't a lot of effects budget . for one would happily recommend this outing to a sci head or anyone who does n't take monster movies too seriously . If so ? Watch blue instead . noticed one review saying it had ripped off Alien . Like Alien did n't rip things off . The best thing about the film ? The director . The worst thing about the film ? The cast . Maybe it's time for the Director to move from Glasgow to London and find some talent . In the meantime well done . At least you're trying to do something .,1,0,0.9276774487715768,0.0723225512284234
