id,rating,prob_0,prob_1
4715_9.txt,0,0.5229278614273936,0.4770721385726064
1930_9.txt,1,0.2262873554080489,0.7737126445919511
3205_9.txt,0,0.6279459558874012,0.3720540441125988
10186_10.txt,1,0.29026966482782235,0.7097303351721777
147_10.txt,1,0.20725241357582935,0.7927475864241706
7511_7.txt,1,0.4195194532205676,0.5804805467794324
616_10.txt,1,0.40162246340740637,0.5983775365925936
10460_10.txt,1,0.1149427220630781,0.8850572779369219
3240_9.txt,1,0.18980284780584644,0.8101971521941536
1975_9.txt,1,0.49125787377259766,0.5087421262274023
3225_10.txt,1,0.33563120940189206,0.6643687905981079
4381_9.txt,1,0.17711147698788954,0.8228885230121105
6511_7.txt,1,0.2862827936867629,0.7137172063132371
4667_7.txt,0,0.5797159665217744,0.4202840334782257
716_10.txt,1,0.4530392801441049,0.5469607198558951
6983_7.txt,1,0.37738849460367796,0.622611505396322
7463_9.txt,1,0.3790252694084606,0.6209747305915394
10086_10.txt,1,0.3840952956239082,0.6159047043760918
2612_10.txt,1,0.12101792942437128,0.8789820705756287
3325_10.txt,1,0.057380733673201734,0.9426192663267983
5568_8.txt,0,0.6377803535622952,0.3622196464377048
1807_7.txt,1,0.19488991327096505,0.805110086729035
3474_10.txt,1,0.022848974464822258,0.9771510255351777
6068_10.txt,1,0.03669940177770403,0.963300598222296
2384_8.txt,1,0.06125920989755751,0.9387407901024425
803_10.txt,0,0.6496163859574917,0.3503836140425083
12363_7.txt,1,0.2728609828576656,0.7271390171423344
5775_10.txt,1,0.14249277653205006,0.8575072234679499
10813_7.txt,1,0.30159321494041647,0.6984067850595835
11813_10.txt,1,0.03878558687947342,0.9612144131205266
835_8.txt,1,0.25684453207209024,0.7431554679279098
4245_8.txt,1,0.06045466001150468,0.9395453399884953
11856_7.txt,1,0.4148074521386521,0.5851925478613479
6133_8.txt,0,0.9084882667543702,0.09151173324562979
10167_9.txt,1,0.12611396412976805,0.873886035870232
903_10.txt,0,0.7179447444184647,0.2820552555815353
1466_8.txt,1,0.15818471104818854,0.8418152889518115
6176_8.txt,1,0.03547993261360405,0.964520067386396
5124_10.txt,1,0.11439613417580607,0.8856038658241939
2807_10.txt,1,0.2636572726644154,0.7363427273355846
4038_9.txt,1,0.27620227880615145,0.7237977211938486
10961_9.txt,1,0.1867535403828936,0.8132464596171064
2835_7.txt,1,0.16377943022025554,0.8362205697797445
